movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
210,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,1989,"Adventure, Action",Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!"
211,M*A*S*H (1970),M*A*S*H,1970,"Comedy, Drama, War",Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt","One of the world's most acclaimed comedies, M*A*S*H focuses on three Korean War Army surgeons brilliantly brought to life by Donald Sutherland, Tom Skerritt and Elliott Gould. Though highly skilled and deeply dedicated, they adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospital, and in the process infuriate Army bureaucrats. Robert Duvall, Gary Burghoff and Sally Kellerman co-star as a sanctimonious Major, an other-worldly Corporal, and a self-righteous yet lusty nurse."
212,"Unbearable Lightness of Being, The (1988)",The Unbearable Lightness of Being,1988,"Drama, Romance",Philip Kaufman,"Daniel Day-Lewis, Juliette Binoche, Lena Olin","Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her."
213,"Room with a View, A (1986)",A Room with a View,1986,"Drama, Romance",James Ivory,"Helena Bonham Carter, Julian Sands, Maggie Smith","When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?"
214,Pink Floyd - The Wall (1982),Pink Floyd - The Wall,1982,"Music, Drama",Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson",A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
215,Field of Dreams (1989),Field of Dreams,1989,"Drama, Fantasy",Phil Alden Robinson,"Kevin Costner, Amy Madigan, Gaby Hoffmann","Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play."
216,When Harry Met Sally... (1989),When Harry Met Sally...,1989,"Comedy, Romance, Drama",Rob Reiner,"Billy Crystal, Meg Ryan, Carrie Fisher","Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?"
217,Bram Stoker's Dracula (1992),Bram Stoker's Dracula,1992,"Romance, Horror",Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins","Count Dracula, a 15th-century prince, is condemned to live off the blood of the living for eternity. Young lawyer Jonathan Harker is sent to Dracula's castle to finalise a land deal, but when the Count sees a photo of Harker's fiancée, Mina, the spitting image of his dead wife, he imprisons him and sets off for London to track her down."
218,Cape Fear (1991),Cape Fear,1991,"Drama, Crime, Thriller",Martin Scorsese,"Robert De Niro, Nick Nolte, Jessica Lange","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss."
219,"Nightmare on Elm Street, A (1984)",A Nightmare on Elm Street,1984,Horror,Wes Craven,"John Saxon, Ronee Blakley, Heather Langenkamp","Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world..."
220,"Mirror Has Two Faces, The (1996)",The Mirror Has Two Faces,1996,"Comedy, Drama, Romance",Barbra Streisand,"Barbra Streisand, Jeff Bridges, Pierce Brosnan","Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect."
221,Breaking the Waves (1996),Breaking the Waves,1996,"Drama, Romance",Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge","In a small, conservative Scottish village, an oilman is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when he urges her to have sex with another."
222,Star Trek: First Contact (1996),Star Trek: First Contact,1996,"Science Fiction, Action, Adventure, Thriller",Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
223,Sling Blade (1996),Sling Blade,1996,Drama,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J. T. Walsh","Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world."
224,Ridicule (1996),Ridicule,1996,"Comedy, Drama, Romance",Patrice Leconte,"Charles Berling, Jean Rochefort, Fanny Ardant","To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles."
225,101 Dalmatians (1996),101 Dalmatians,1996,"Family, Comedy",Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson","An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess."
226,Die Hard 2 (1990),Die Hard 2,1990,"Action, Thriller",Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Sadler","One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead."
227,Star Trek VI: The Undiscovered Country (1991),Star Trek VI: The Undiscovered Country,1991,"Science Fiction, Action, Adventure, Thriller",Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley","After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter."
228,Star Trek: The Wrath of Khan (1982),Star Trek: The Wrath of Khan,1982,"Action, Adventure, Science Fiction, Thriller",Nicholas Meyer,"William Shatner, Leonard Nimoy, Ricardo Montalban","The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis."
229,Star Trek III: The Search for Spock (1984),Star Trek III: The Search for Spock,1984,"Science Fiction, Action, Adventure, Thriller",Leonard Nimoy,"William Shatner, DeForest Kelley, James Doohan",A surprise visit from Spock's father provides a startling revelation: McCoy is harboring Spock's living essence.
230,Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home,1986,"Science Fiction, Adventure",Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley","When a huge alien probe enters the galaxy and begins to vaporize Earth's oceans, Kirk and his crew must travel back in time in order to bring back whales and save the planet."
231,Batman Returns (1992),Batman Returns,1992,"Action, Fantasy",Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer","The monstrous Penguin, who dwells in the sewers beneath Gotham, joins up with corrupt mayoral candidate Max Shreck to topple the Batman once and for all. But when Shreck's timid assistant Selina Kyle finds out, and Shreck tries to kill her, she's transformed into the sexy Catwoman. She teams up with the Penguin and Shreck to destroy Batman, but sparks fly unexpectedly when she confronts the caped crusader."
232,Young Guns (1988),Young Guns,1988,"Western, Action, Adventure",Christopher Cain,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips","A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted."
233,Under Siege (1992),Under Siege,1992,"Action, Thriller",Andrew Davis,"Steven Seagal, Tommy Lee Jones, Gary Busey","A disgruntled ex-CIA operative, his assistant and their assembled group of terrorists seize a battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback—an error that could be fatal."
234,Jaws (1975),Jaws,1975,"Horror, Thriller, Adventure",Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss","When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again."
235,Mars Attacks! (1996),Mars Attacks!,1996,"Comedy, Fantasy, Science Fiction",Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening","A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation."
236,Citizen Ruth (1996),Citizen Ruth,1996,"Drama, Comedy",Alexander Payne,"Laura Dern, Swoosie Kurtz, Kurtwood Smith","""Citizen Ruth"" is the story of Ruth Stoops, a woman who nobody even noticed -- until she got pregnant. Now, everyone wants a piece of her. The film is a comedy about one woman caught in the ultimate tug-of-war: a clash of wild, noisy, ridiculous people that rapidly dissolves into a media circus."
237,Jerry Maguire (1996),Jerry Maguire,1996,"Comedy, Drama, Romance",Cameron Crowe,"Tom Cruise, Renée Zellweger, Cuba Gooding Jr.","Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player."
238,Raising Arizona (1987),Raising Arizona,1987,"Comedy, Crime",Joel Coen,"Nicolas Cage, Holly Hunter, Trey Wilson","When a childless couple—an ex-con and an ex-cop—take one of a wealthy family’s quintuplets to raise as their own, their lives grow more complicated than anticipated."
239,Sneakers (1992),Sneakers,1992,"Comedy, Crime, Drama",Phil Alden Robinson,"Robert Redford, Sidney Poitier, David Strathairn","When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers."
240,Beavis and Butt-head Do America (1996),Beavis and Butt-head Do America,1996,"Animation, Comedy, Adventure, Crime, Music",Mike Judge,"Mike Judge, Bruce Willis, Demi Moore","Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted."
241,"Last of the Mohicans, The (1992)",The Last of the Mohicans,1992,"Action, History, Romance, War",Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Jodhi May","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue."
242,Kolya (1996),Kolya,1996,"Drama, Comedy",Jan Svěrák,"Zdeněk Svěrák, Andrei Khalimon, Libuše Šafránková","After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members."
243,Jungle2Jungle (1997),Jungle2Jungle,1997,Unknown,Unknown Director,Unknown Cast,A movie titled Jungle2Jungle released in 1997.
244,Smilla's Sense of Snow (1997),Smilla's Sense of Snow,1997,"Drama, Thriller",Bille August,"Julia Ormond, Gabriel Byrne, Richard Harris","Smilla Jaspersen attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland."
245,"Devil's Own, The (1997)",The Devil's Own,1997,"Crime, Thriller, Drama",Alan J. Pakula,"Harrison Ford, Brad Pitt, Margaret Colin","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder."
246,Chasing Amy (1997),Chasing Amy,1997,"Comedy, Drama, Romance",Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian."
247,Turbo: A Power Rangers Movie (1997),Turbo: A Power Rangers Movie,1997,"Action, Adventure, Family, Fantasy, Science Fiction","Shuki Levy, David Winning","Johnny Yong Bosch, Nakia Burrise, Jason David Frank","The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords."
248,Grosse Pointe Blank (1997),Grosse Pointe Blank,1997,"Action, Comedy, Thriller, Romance",George Armitage,"John Cusack, Minnie Driver, Dan Aykroyd","Hitman Martin Blank becomes a moving target after he rebuffs a fellow assassin's invitation to form a union. On the advice of his quirky assistant and neurotic psychiatrist, Martin begrudgingly heads out to Grosse Pointe, Michigan for his ten-year high school reunion, where he soon comes across the woman he jilted on prom night."
249,Austin Powers: International Man of Mystery (1997),Austin Powers: International Man of Mystery,1997,"Comedy, Crime",Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York","As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might."
250,"Fifth Element, The (1997)",The Fifth Element,1997,"Science Fiction, Action, Adventure",Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
251,Shall We Dance? (1996),Shall We Dance?,1996,"Music, Comedy, Drama, Romance",Masayuki Suō,"Koji Yakusho, Tamiyo Kusakari, Naoto Takenaka","A bored accountant spots a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume."
252,"Lost World: Jurassic Park, The (1997)",The Lost World: Jurassic Park,1997,"Adventure, Action, Science Fiction",Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite","Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller."
253,"Pillow Book, The (1995)",The Pillow Book,1995,"Drama, Romance",Peter Greenaway,"Vivian Wu, Yoshi Oida, Ken Ogata","Nagito has a fetish for calligraphy on the human body and meets her ideal soulmate Jerome, an English translator sent to Japan. However, once Nagiko's father's gay publisher rejoins the scene, the story is overtaken by treachery and bloodlust."
254,Batman & Robin (1997),Batman & Robin,1997,"Action, Science Fiction, Adventure",Joel Schumacher,"George Clooney, Chris O'Donnell, Arnold Schwarzenegger","Batman and his sidekick Robin attempt to the foil the sinister schemes of a deranged set of new villains, most notably the melancholy Mr. Freeze, who wants to make Gotham City into an arctic region, and the sultry Poison Ivy, a botanical femme fatale. As the Dynamic Duo contend with these bad guys, a third hero, Batgirl, joins the ranks of the city's crime-fighters."
255,My Best Friend's Wedding (1997),My Best Friend's Wedding,1997,"Comedy, Romance",P.J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz","When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding."
256,When the Cats Away (Chacun cherche son chat) (1996),When the Cats Away (Chacun cherche son chat),1996,Comedy,Cédric Klapisch,"Garance Clavel, Zinedine Soualem, Renée Le Calm","When Chloe, a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée, who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood."
257,Men in Black (1997),Men in Black,1997,"Action, Adventure, Comedy, Science Fiction",Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies."
258,Contact (1997),Contact,1997,"Drama, Science Fiction, Mystery",Robert Zemeckis,"Jodie Foster, Matthew McConaughey, James Woods","A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality."
259,George of the Jungle (1997),George of the Jungle,1997,"Adventure, Comedy, Family, Romance",Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church","Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action."
260,Event Horizon (1997),Event Horizon,1997,"Horror, Science Fiction, Mystery",Paul W. S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan","In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously seven years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors."
261,Air Bud (1997),Air Bud,1997,"Comedy, Family",Charles Martin Smith,"Kevin Zegers, Wendy Makkena, Michael Jeter",A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.
262,In the Company of Men (1997),In the Company of Men,1997,"Comedy, Drama",Neil LaBute,"Aaron Eckhart, Stacy Edwards, Matt Malloy","Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life."
263,Steel (1997),Steel,1997,"Science Fiction, Action, Crime, Fantasy",Kenneth Johnson,"Shaquille O'Neal, Annabeth Gish, Richard Roundtree","When a renegade military reject puts new superweapons in dangerous hands, John Henry Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war... if he can fix the untimely glitches in his untested gear."
264,Mimic (1997),Mimic,1997,"Horror, Science Fiction",Guillermo del Toro,"Mira Sorvino, Jeremy Northam, Alexander Goodwin","A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form."
265,"Hunt for Red October, The (1990)",The Hunt for Red October,1990,"Action, Thriller",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn","A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!"
266,Kull the Conqueror (1997),Kull the Conqueror,1997,"Adventure, Fantasy, Action",John Nicolella,"Kevin Sorbo, Tia Carrere, Karina Lombard","A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way."
267,unknown,unknown,,"Action, Mystery, Thriller",Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
268,Chasing Amy (1997),Chasing Amy,1997,"Comedy, Drama, Romance",Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian."
269,"Full Monty, The (1997)",The Full Monty,1997,Comedy,Peter Cattaneo,"Robert Carlyle, Mark Addy, Wim Snape","Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show."
270,Gattaca (1997),Gattaca,1997,"Thriller, Science Fiction, Mystery, Romance",Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law","Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation."
271,Starship Troopers (1997),Starship Troopers,1997,"Adventure, Action, Thriller, Science Fiction",Paul Verhoeven,"Casper Van Dien, Dina Meyer, Denise Richards","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs."""
272,Good Will Hunting (1997),Good Will Hunting,1997,Drama,Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck","Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him."
273,Heat (1995),Heat,1995,"Crime, Drama, Action",Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.
274,Sabrina (1995),Sabrina,1995,"Romance, Drama, Comedy",Sydney Pollack,"Harrison Ford, Julia Ormond, Greg Kinnear","After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter Sabrina, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her."
275,Sense and Sensibility (1995),Sense and Sensibility,1995,"Drama, Romance",Ang Lee,"Emma Thompson, Kate Winslet, Alan Rickman","The Dashwood sisters, sensible Elinor and passionate Marianne, learn that their prospects of marriage seem doomed by their family's sudden loss of fortune. After Henry Dashwood dies unexpectedly, his estate must pass on by law to his son. These circumstances leave Mr. Dashwood's wife and daughters without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men."
276,Leaving Las Vegas (1995),Leaving Las Vegas,1995,"Drama, Romance",Mike Figgis,"Nicolas Cage, Elisabeth Shue, Julian Sands","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
277,Restoration (1995),Restoration,1995,"Drama, Romance",Michael Hoffman,"Robert Downey Jr., Meg Ryan, Sam Neill","An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician."
278,Bed of Roses (1996),Bed of Roses,1996,"Drama, Romance",Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon","The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all."
279,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995,"Romance, Drama",Tim Reid,"Al Freeman Jr., Phylicia Rashād, Paula Kelly",A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.
280,Up Close and Personal (1996),Up Close and Personal,1996,"Drama, Romance",Jon Avnet,"Robert Redford, Michelle Pfeiffer, Stockard Channing","Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart..."
281,"River Wild, The (1994)",The River Wild,1994,"Adventure, Thriller, Drama",Curtis Hanson,"Meryl Streep, David Strathairn, Kevin Bacon","Gail and Tom Hartman are struggling to stay together and decide to take a white-water rafting holiday adventure in Montana for their son Roarke's 10th birthday, only to meet up with a pair of mysterious men whose desperation grows, turning their vacation into a nightmare."
282,"Time to Kill, A (1996)",A Time to Kill,1996,"Crime, Drama, Thriller",Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson","A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK."
283,Emma (1996),Emma,1996,"Comedy, Drama, Romance, TV Movie",Diarmuid Lawrence,"Kate Beckinsale, Mark Strong, Samantha Morton","Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightley."
284,Tin Cup (1996),Tin Cup,1996,"Drama, Romance, Comedy",Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.
285,Secrets & Lies (1996),Secrets & Lies,1996,Drama,Mike Leigh,"Brenda Blethyn, Marianne Jean-Baptiste, Timothy Spall","After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman."
286,"English Patient, The (1996)",The English Patient,1996,"Drama, Romance, War",Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe","In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics."
287,Marvin's Room (1996),Marvin's Room,1996,Drama,Jerry Zaks,"Meryl Streep, Diane Keaton, Leonardo DiCaprio",A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.
288,Scream (1996),Scream,1996,"Crime, Horror, Mystery",Wes Craven,"David Arquette, Neve Campbell, Courteney Cox","A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game."
